"moral_id","book_id","title","AuthorFirstName","AuthorLastName","Date","Language","Country","Class","model","input_type","moral_num","moral"
7218,"DK_Havet.txt","Havet","Lars ","Frost",2020,"DA","DK","WORLD","Gemini","chunk_summary",3,"Beneath the grandest facades of civilization lies the chaotic machinery of human suffering."
7219,"DK_Havet.txt","Havet","Lars ","Frost",2020,"DA","DK","WORLD","Gemini","plotArc_summary",1,"The fiercest storms lead to the quietest shores."
7220,"DK_Havet.txt","Havet","Lars ","Frost",2020,"DA","DK","WORLD","Gemini","plotArc_summary",2,"You cannot sail away from the weight of your past, but you can choose where to drop anchor."
7221,"DK_Havet.txt","Havet","Lars ","Frost",2020,"DA","DK","WORLD","Gemini","plotArc_summary",3,"Every shared voyage must eventually yield to the solitary tides of life."
7222,"DK_Havet.txt","Havet","Lars ","Frost",2020,"DA","DK","WORLD","Gemini","memory",1,"Nostalgia offers no safe harbor from the rising tides of change."
7223,"DK_Havet.txt","Havet","Lars ","Frost",2020,"DA","DK","WORLD","Gemini","memory",2,"Human certainty is a fragile vessel on an uncontrollable sea."
7224,"DK_Havet.txt","Havet","Lars ","Frost",2020,"DA","DK","WORLD","Gemini","memory",3,"Meaning is found not in mastering the current, but in learning to navigate it together."
7225,"DK_Havet.txt","Havet","Lars ","Frost",2020,"DA","DK","WORLD","Claude","full_text",1,"The journey itself is the destination, not the place you arrive."
7226,"DK_Havet.txt","Havet","Lars ","Frost",2020,"DA","DK","WORLD","Claude","full_text",2,"We exist only in relation to one another — to be found, you must let yourself be seen."
7227,"DK_Havet.txt","Havet","Lars ","Frost",2020,"DA","DK","WORLD","Claude","full_text",3,"Every departure is a betrayal of something, and every arrival leaves something behind."
7228,"DK_Havet.txt","Havet","Lars ","Frost",2020,"DA","DK","WORLD","Claude","chunk_summary",1,"The journey itself is the destination."
7229,"DK_Havet.txt","Havet","Lars ","Frost",2020,"DA","DK","WORLD","Claude","chunk_summary",2,"Beneath every grand monument lies hidden, thankless labor."
7230,"DK_Havet.txt","Havet","Lars ","Frost",2020,"DA","DK","WORLD","Claude","chunk_summary",3,"To leave home is easy; to escape yourself is impossible."
7231,"DK_Havet.txt","Havet","Lars ","Frost",2020,"DA","DK","WORLD","Claude","plotArc_summary",1,"Every storm you survive becomes the harbor you were sailing toward."
7232,"DK_Havet.txt","Havet","Lars ","Frost",2020,"DA","DK","WORLD","Claude","plotArc_summary",2,"The crew that weathers hardship together need not stay together to carry each other forward."
7233,"DK_Havet.txt","Havet","Lars ","Frost",2020,"DA","DK","WORLD","Claude","plotArc_summary",3,"Home is not where you start, but where you finally choose to rest."
7234,"DK_HvordanMan.txt","Hvordan Man Redder En Lemming","Nikoline","Werdelin",2020,"DA","DK","WORLD","GPT","full_text",1,"Even after great loss, life asks us to choose connection over despair."
7235,"DK_HvordanMan.txt","Hvordan Man Redder En Lemming","Nikoline","Werdelin",2020,"DA","DK","WORLD","GPT","full_text",2,"What we neglect—people, truth, or the earth—will one day demand its due."
7236,"DK_HvordanMan.txt","Hvordan Man Redder En Lemming","Nikoline","Werdelin",2020,"DA","DK","WORLD","GPT","full_text",3,"Purpose is not found in control, but in caring for what is fragile while we still can."
7237,"DK_HvordanMan.txt","Hvordan Man Redder En Lemming","Nikoline","Werdelin",2020,"DA","DK","WORLD","GPT","chunk_summary",1,"Loss can break you open into a new life."
7238,"DK_HvordanMan.txt","Hvordan Man Redder En Lemming","Nikoline","Werdelin",2020,"DA","DK","WORLD","GPT","chunk_summary",2,"What we love most can become the courage to act."
7239,"DK_HvordanMan.txt","Hvordan Man Redder En Lemming","Nikoline","Werdelin",2020,"DA","DK","WORLD","GPT","chunk_summary",3,"Even in collapse, one brave act can restore meaning."
7240,"DK_HvordanMan.txt","Hvordan Man Redder En Lemming","Nikoline","Werdelin",2020,"DA","DK","WORLD","GPT","plotArc_summary",1,"Even in a collapsing world, small acts of care can root a life again."
7241,"DK_HvordanMan.txt","Hvordan Man Redder En Lemming","Nikoline","Werdelin",2020,"DA","DK","WORLD","GPT","plotArc_summary",2,"Purpose grows when despair gives way to connection and action."
7242,"DK_HvordanMan.txt","Hvordan Man Redder En Lemming","Nikoline","Werdelin",2020,"DA","DK","WORLD","GPT","plotArc_summary",3,"Love and meaning are no less real because life is fragile."
7243,"DK_HvordanMan.txt","Hvordan Man Redder En Lemming","Nikoline","Werdelin",2020,"DA","DK","WORLD","GPT","memory",1,"You cannot save someone by losing yourself."
7244,"DK_HvordanMan.txt","Hvordan Man Redder En Lemming","Nikoline","Werdelin",2020,"DA","DK","WORLD","GPT","memory",2,"Good intentions do not excuse emotional cowardice."
7245,"DK_HvordanMan.txt","Hvordan Man Redder En Lemming","Nikoline","Werdelin",2020,"DA","DK","WORLD","GPT","memory",3,"Growing up means facing the mess instead of fleeing it."
7246,"DK_HvordanMan.txt","Hvordan Man Redder En Lemming","Nikoline","Werdelin",2020,"DA","DK","WORLD","Gemini","full_text",1,"Meaning is forged by planting trees in a burning world."
7247,"DK_HvordanMan.txt","Hvordan Man Redder En Lemming","Nikoline","Werdelin",2020,"DA","DK","WORLD","Gemini","full_text",2,"Our truest refuge is often built from the unexpected bonds we share with strangers."
7248,"DK_HvordanMan.txt","Hvordan Man Redder En Lemming","Nikoline","Werdelin",2020,"DA","DK","WORLD","Gemini","full_text",3,"There is a profound peace in finally surrendering to the unforgiving cycles of nature."
7249,"DK_HvordanMan.txt","Hvordan Man Redder En Lemming","Nikoline","Werdelin",2020,"DA","DK","WORLD","Gemini","chunk_summary",1,"True refuge is found in the unexpected families we build from the wreckage of our pasts."
7250,"DK_HvordanMan.txt","Hvordan Man Redder En Lemming","Nikoline","Werdelin",2020,"DA","DK","WORLD","Gemini","chunk_summary",2,"We cannot stop the world's inevitable collapse, but we can choose whose hand we hold in the cold."
7251,"DK_HvordanMan.txt","Hvordan Man Redder En Lemming","Nikoline","Werdelin",2020,"DA","DK","WORLD","Gemini","chunk_summary",3,"The deepest grief is healed not by isolation, but by the quiet act of caring for another fragile life."
7252,"DK_HvordanMan.txt","Hvordan Man Redder En Lemming","Nikoline","Werdelin",2020,"DA","DK","WORLD","Gemini","plotArc_summary",1,"Planting a single tree offers more salvation than mourning the whole forest."
7253,"DK_HvordanMan.txt","Hvordan Man Redder En Lemming","Nikoline","Werdelin",2020,"DA","DK","WORLD","Gemini","plotArc_summary",2,"In reaching out to save another, we often rescue ourselves."
7254,"DK_HvordanMan.txt","Hvordan Man Redder En Lemming","Nikoline","Werdelin",2020,"DA","DK","WORLD","Gemini","plotArc_summary",3,"The inevitability of grief should never deter the courage to love."
7255,"DK_HvordanMan.txt","Hvordan Man Redder En Lemming","Nikoline","Werdelin",2020,"DA","DK","WORLD","Gemini","memory",1,"Instinct may drive us toward the edge, but human connection pulls us back."
7256,"DK_HvordanMan.txt","Hvordan Man Redder En Lemming","Nikoline","Werdelin",2020,"DA","DK","WORLD","Gemini","memory",2,"You cannot rescue another from the abyss until you first find your own footing."
7257,"DK_HvordanMan.txt","Hvordan Man Redder En Lemming","Nikoline","Werdelin",2020,"DA","DK","WORLD","Gemini","memory",3,"The cure for existential dread lies in embracing the imperfect messiness of everyday life."
7258,"DK_HvordanMan.txt","Hvordan Man Redder En Lemming","Nikoline","Werdelin",2020,"DA","DK","WORLD","Claude","full_text",1,"The will to live is discovered only when you stop planning to die."
7259,"DK_HvordanMan.txt","Hvordan Man Redder En Lemming","Nikoline","Werdelin",2020,"DA","DK","WORLD","Claude","full_text",2,"Love what you cannot save, and save what you can."
7260,"DK_HvordanMan.txt","Hvordan Man Redder En Lemming","Nikoline","Werdelin",2020,"DA","DK","WORLD","Claude","full_text",3,"The world ends not with a bang but with a warming, and we plant trees anyway."
7261,"DK_HvordanMan.txt","Hvordan Man Redder En Lemming","Nikoline","Werdelin",2020,"DA","DK","WORLD","Claude","chunk_summary",1,"Love for the world can outlast the world's ability to survive it."
7262,"DK_HvordanMan.txt","Hvordan Man Redder En Lemming","Nikoline","Werdelin",2020,"DA","DK","WORLD","Claude","chunk_summary",2,"Every ending strips the walls bare before you learn what the rooms were for."
7263,"DK_HvordanMan.txt","Hvordan Man Redder En Lemming","Nikoline","Werdelin",2020,"DA","DK","WORLD","Claude","chunk_summary",3,"The life you failed to protect may be the one that finally sets you free."
7264,"DK_HvordanMan.txt","Hvordan Man Redder En Lemming","Nikoline","Werdelin",2020,"DA","DK","WORLD","Claude","plotArc_summary",1,"Even small acts of courage can restore a life that felt beyond saving."
7265,"DK_HvordanMan.txt","Hvordan Man Redder En Lemming","Nikoline","Werdelin",2020,"DA","DK","WORLD","Claude","plotArc_summary",2,"Joy and sorrow are inseparable companions on the road to meaning."
7266,"DK_HvordanMan.txt","Hvordan Man Redder En Lemming","Nikoline","Werdelin",2020,"DA","DK","WORLD","Claude","plotArc_summary",3,"Plant trees whose shade you may never sit under."
7267,"DK_MandenIHuset.txt","Manden I Huset","Susanne","Staun",2021,"DA","DK","WORLD","GPT","full_text",1,"What we refuse to face in time may return as horror."
7268,"DK_MandenIHuset.txt","Manden I Huset","Susanne","Staun",2021,"DA","DK","WORLD","GPT","full_text",2,"A locked gate can hide evil, but denial lets it thrive."
7269,"DK_MandenIHuset.txt","Manden I Huset","Susanne","Staun",2021,"DA","DK","WORLD","GPT","full_text",3,"Love without truth protects no one."
7270,"DK_MandenIHuset.txt","Manden I Huset","Susanne","Staun",2021,"DA","DK","WORLD","GPT","chunk_summary",1,"Behind respectable walls, evil can wear an ordinary face."
7271,"DK_MandenIHuset.txt","Manden I Huset","Susanne","Staun",2021,"DA","DK","WORLD","GPT","chunk_summary",2,"When institutions fail the vulnerable, desperation can become its own kind of ruin."
7272,"DK_MandenIHuset.txt","Manden I Huset","Susanne","Staun",2021,"DA","DK","WORLD","GPT","chunk_summary",3,"Obsessions ignored in daylight may reveal horrors too late."
7273,"DK_MandenIHuset.txt","Manden I Huset","Susanne","Staun",2021,"DA","DK","WORLD","GPT","plotArc_summary",1,"Curiosity can open doors that should stay closed."
7274,"DK_MandenIHuset.txt","Manden I Huset","Susanne","Staun",2021,"DA","DK","WORLD","GPT","plotArc_summary",2,"When justice fails, vengeance devours the innocent too."
7275,"DK_MandenIHuset.txt","Manden I Huset","Susanne","Staun",2021,"DA","DK","WORLD","GPT","plotArc_summary",3,"Some obsessions end not in answers, but in ruin."
7276,"DK_MandenIHuset.txt","Manden I Huset","Susanne","Staun",2021,"DA","DK","WORLD","GPT","memory",1,"The truths we bury often become the dangers we fear most."
7277,"DK_MandenIHuset.txt","Manden I Huset","Susanne","Staun",2021,"DA","DK","WORLD","GPT","memory",2,"A charming facade can hide a house full of violence."
7278,"DK_MandenIHuset.txt","Manden I Huset","Susanne","Staun",2021,"DA","DK","WORLD","GPT","memory",3,"Survival begins the moment silence is broken."
7279,"DK_MandenIHuset.txt","Manden I Huset","Susanne","Staun",2021,"DA","DK","WORLD","Gemini","full_text",1,"The most terrifying monsters do not hide in the shadows, but behind the closed doors of quiet neighborhoods."
7280,"DK_MandenIHuset.txt","Manden I Huset","Susanne","Staun",2021,"DA","DK","WORLD","Gemini","full_text",2,"When the system turns a blind eye to the innocent, justice becomes a parent's bloody burden."
7281,"DK_MandenIHuset.txt","Manden I Huset","Susanne","Staun",2021,"DA","DK","WORLD","Gemini","full_text",3,"A parent's devotion knows no limits, even when the only peace left lies at the bottom of a lake."
7282,"DK_MandenIHuset.txt","Manden I Huset","Susanne","Staun",2021,"DA","DK","WORLD","Gemini","chunk_summary",1,"True evil often hides behind the locked doors of ordinary neighborhoods."
7283,"DK_MandenIHuset.txt","Manden I Huset","Susanne","Staun",2021,"DA","DK","WORLD","Gemini","chunk_summary",2,"When the justice system fails, desperate grief transforms ordinary people into ruthless executioners."
7284,"DK_MandenIHuset.txt","Manden I Huset","Susanne","Staun",2021,"DA","DK","WORLD","Gemini","chunk_summary",3,"Sometimes the ultimate act of parental love is choosing a tragic peace over a tortured existence."
7285,"DK_MandenIHuset.txt","Manden I Huset","Susanne","Staun",2021,"DA","DK","WORLD","Gemini","plotArc_summary",1,"Fatal is the fascination with things best left alone."
7286,"DK_MandenIHuset.txt","Manden I Huset","Susanne","Staun",2021,"DA","DK","WORLD","Gemini","plotArc_summary",2,"The pursuit of vengeance ultimately consumes the avenger."
7287,"DK_MandenIHuset.txt","Manden I Huset","Susanne","Staun",2021,"DA","DK","WORLD","Gemini","plotArc_summary",3,"Some traumas are too profound for love to heal."
7288,"DK_MandenIHuset.txt","Manden I Huset","Susanne","Staun",2021,"DA","DK","WORLD","Gemini","memory",1,"A perfect domestic facade often conceals a private prison."
7289,"DK_MandenIHuset.txt","Manden I Huset","Susanne","Staun",2021,"DA","DK","WORLD","Gemini","memory",2,"Control disguised as love is the most insidious cage."
7290,"DK_MandenIHuset.txt","Manden I Huset","Susanne","Staun",2021,"DA","DK","WORLD","Gemini","memory",3,"Total subjugation inevitably breeds the fiercest rebellion."
7291,"DK_MandenIHuset.txt","Manden I Huset","Susanne","Staun",2021,"DA","DK","WORLD","Claude","full_text",1,"The monsters we imagine behind closed doors are often less dangerous than the ones hiding in plain sight."
7292,"DK_MandenIHuset.txt","Manden I Huset","Susanne","Staun",2021,"DA","DK","WORLD","Claude","full_text",2,"When institutions fail the vulnerable, the wounded must become their own justice."
7293,"DK_MandenIHuset.txt","Manden I Huset","Susanne","Staun",2021,"DA","DK","WORLD","Claude","full_text",3,"A mother's love is the only force that refuses to accept the world's verdict on what is possible."
7294,"DK_MandenIHuset.txt","Manden I Huset","Susanne","Staun",2021,"DA","DK","WORLD","Claude","chunk_summary",1,"When institutions fail the vulnerable, the desperate must become the justice they were denied."
7295,"DK_MandenIHuset.txt","Manden I Huset","Susanne","Staun",2021,"DA","DK","WORLD","Claude","chunk_summary",2,"Evil hides behind ordinary walls and respectable names."
7296,"DK_MandenIHuset.txt","Manden I Huset","Susanne","Staun",2021,"DA","DK","WORLD","Claude","chunk_summary",3,"A mother's love will walk into darkness—and not always walk back out."
7297,"DK_MandenIHuset.txt","Manden I Huset","Susanne","Staun",2021,"DA","DK","WORLD","Claude","plotArc_summary",1,"Curiosity about darkness can lead you into it."
7298,"DK_MandenIHuset.txt","Manden I Huset","Susanne","Staun",2021,"DA","DK","WORLD","Claude","plotArc_summary",2,"When institutions fail the innocent, justice and tragedy become indistinguishable."
7299,"DK_MandenIHuset.txt","Manden I Huset","Susanne","Staun",2021,"DA","DK","WORLD","Claude","plotArc_summary",3,"Some wounds cannot be survived, only avenged."
7300,"DK_MandenITreDele.txt","Manden I Tre Dele","Thomas","Bagger",2021,"DA","DK","WORLD","GPT","full_text",1,"Buried truths always claw their way back to the light."
7301,"DK_MandenITreDele.txt","Manden I Tre Dele","Thomas","Bagger",2021,"DA","DK","WORLD","GPT","full_text",2,"Charm can hide a monster, but cruelty always leaves a trail."
7302,"DK_MandenITreDele.txt","Manden I Tre Dele","Thomas","Bagger",2021,"DA","DK","WORLD","GPT","full_text",3,"Love without honesty becomes a weapon."
7303,"DK_MandenITreDele.txt","Manden I Tre Dele","Thomas","Bagger",2021,"DA","DK","WORLD","GPT","chunk_summary",1,"Buried evil always claws its way back to the light."
7304,"DK_MandenITreDele.txt","Manden I Tre Dele","Thomas","Bagger",2021,"DA","DK","WORLD","GPT","chunk_summary",2,"The masks of power hide the deepest rot."
7305,"DK_MandenITreDele.txt","Manden I Tre Dele","Thomas","Bagger",2021,"DA","DK","WORLD","GPT","chunk_summary",3,"Trauma ignored becomes violence unleashed."
7306,"DK_MandenITreDele.txt","Manden I Tre Dele","Thomas","Bagger",2021,"DA","DK","WORLD","GPT","plotArc_summary",1,"Buried family secrets grow teeth."
7307,"DK_MandenITreDele.txt","Manden I Tre Dele","Thomas","Bagger",2021,"DA","DK","WORLD","GPT","plotArc_summary",2,"What denial protects today may destroy tomorrow."
7308,"DK_MandenITreDele.txt","Manden I Tre Dele","Thomas","Bagger",2021,"DA","DK","WORLD","GPT","plotArc_summary",3,"Escaping the past is harder than surviving it."
7309,"DK_MandenITreDele.txt","Manden I Tre Dele","Thomas","Bagger",2021,"DA","DK","WORLD","GPT","memory",1,"A fractured self cannot outrun the truth."
7310,"DK_MandenITreDele.txt","Manden I Tre Dele","Thomas","Bagger",2021,"DA","DK","WORLD","GPT","memory",2,"What we bury in silence returns to shape our lives."
7311,"DK_MandenITreDele.txt","Manden I Tre Dele","Thomas","Bagger",2021,"DA","DK","WORLD","GPT","memory",3,"Wholeness begins when we face every part of ourselves."
